,epoch,precision,recall,F1_score,Bleu_4,ROUGE_L,CIDEr,loss,reference,candidate
0,1,0.998947368,0.259148007,0.411535126,7.205293922,16.48445377,0.110896643,7.939191039,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .",Tim Scott Tim Scott September 19 1965 September 19 1965 September 19 1965 September 19 1965 September 19 1965 September 19 1965 September 19 1965 Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Presbyterian College
1,2,0.999312715,0.397050792,0.568301739,9.242998057,27.30350793,0.077050975,4.888389015,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .","Tim Scott ( born September 19 1965 ) is a Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 Presbyterian College United States Senate special election in South Carolina, 2014 Presbyterian College United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 United States Senate special election in South Carolina, 2014 ."
2,3,0.999264165,0.370835609,0.540928102,5.91367827,27.19273298,0.037692806,4.245215154,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .","Tim Scott ( born September 19 1965 ) is a Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) 1988 the United States Senate special election in South Carolina, 2014 of the United States Senate special election in South Carolina, 2014 of the United States Senate special election in South Carolina, 2014 of the United States Senate special election in South Carolina, 2014 ."
3,4,0.999331551,0.40824686,0.579682047,8.812464048,30.4613246,0.058204675,3.86648763,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .",Tim Scott ( born September 19 1965 ) is a Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) 1988 .
4,5,0.99934555,0.416985254,0.588439306,8.586922335,31.58985049,0.05932394,3.596507525,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .","Tim Scott ( born September 19 1965 ) is a Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) from the United States Senate special election in South Carolina, 2014 ."
5,6,0.999406176,0.459584926,0.62962963,9.996790018,33.08755005,0.070734921,3.382043084,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .","Tim Scott ( born September 19 1965 ) is a Republican Party (United States) Republican Party (United States) Republican Party (United States) Republican Party (United States) from the United States Senate special election in South Carolina, 2014 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in . he was born in . he"
6,7,0.999442897,0.489896232,0.657504123,12.06764899,34.46359004,0.087467844,3.20158329,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .",Tim Scott ( born September 19 1965 ) is a retired American politician . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in
7,8,0.999454744,0.50054615,0.667030568,13.34108451,35.7897231,0.088511481,3.054353722,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .",Tim Scott ( born September 19 1965 ) is a retired American politician . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was elected to the of the .
8,9,0.999454446,0.500273075,0.666787989,14.31055522,36.04612247,0.111651815,2.927189477,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .",Tim Scott ( born September 19 1965 ) is a retired American politician . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in 1983 . he was born in Evangelicalism . he was born in Evangelicalism . he was born in Evangelicalism . he was elected to the Seacoast Church in the United States Army . he was elected to the Seacoast Church in the United States Army . he was elected to the of the .
9,10,0.999515269,0.563080284,0.720349345,16.22302405,37.45055716,0.165985494,2.814654859,"Tim Scott ( born September 19 1965 ) is an American politician of the Republican Party (United States) serving as the junior U.S. Senator for South Carolina . scott attended Presbyterian College from 1983 to 1984 on a partial football scholarship . scott then won United States Senate special election in South Carolina, 2014 and then United States Senate election in South Carolina, 2016 . he graduated from Charleston Southern University in 1988 with a Bachelor of Science scott is a devout Evangelicalism . he is a member of Seacoast Church a large evangelical church in Charleston and is a former member of that church 's board .","Tim Scott ( born September 19 1965 ) is a Republican Party (United States) politician from the 1988 . he was born in 1983 . he was elected to the United States Senate special election in South Carolina, 2014 of the United States Senate special election in South Carolina, 2014 . he was elected to the United States Senate special election in South Carolina, 2014 of the Seacoast Church ."
